a,tau,f,lambda,O_inital,A_inital,O_inital_text
0.3,0.4,0.3,0.7,0.6,1.0,我觉得这个政策的出发点是好的，但是使用不同的垃圾袋可能太麻烦了，居民会不太乐意
0.1,0.6,0.3,0.2,0.9,1.0,使用不同颜色的垃圾袋，容易分类，对一些老年人不认识字的也比较友好，也能更节省时间去分别
0.25,0.25,0.5,0.6,0.2,0.0,花费精力和时间太多
0.36363636363636365,0.2727272727272727,0.36363636363636365,0.7,0.9,1.0,促进对废旧材料的回收利用，节约资源
0.3333333333333333,0.25,0.4166666666666667,0.7,0.6,1.0,我不认为现在就能推行传功，但是未来有可能，所以应该当下就开始共同努力
0.2857142857142857,0.5,0.21428571428571427,0.6,0.8,1.0,垃圾分类可以更好的处理垃圾
0.2,0.6,0.2,0.9,0.9,1.0,垃圾分类能够有效减少垃圾对环境的污染，包括空气、土壤和水体等，保护生态环境。
0.2,0.6,0.2,0.85,0.8,1.0,垃圾分类是好事，但是需要完善制度，还有推行奖惩机制
0.3,0.6,0.1,0.8,0.4,0.0,还要用不同垃圾袋也过于麻烦，如果只是将不同垃圾分类丢进不同垃圾桶还比较方便
0.4,0.3,0.3,0.2,1.0,1.0,这样更能分清你是那种垃圾了
0.3,0.3,0.4,0.5,0.5,1.0,我认为垃圾分类能够游戏地提高环保效率，然而实施起来较为困难。
0.0,1.0,0.0,0.4,0.5,1.0,政策对于人民是好的，但人民是各式各样的，不是所有人都能够做到
0.3,0.5,0.2,0.15,0.6,0.0,分类种类太多，耗时耗力
0.3,0.5,0.2,0.8,0.2,0.0,嫌麻烦，懒得分类
0.3,0.6,0.1,0.75,0.6,0.0,垃圾分类有一些麻烦，而且没有什么奖励，完全是一种无偿的活动。
0.1,0.4,0.5,0.8,0.4,1.0,出发点很好，但可能执行政策不完善导致效果不佳
0.0,0.95,0.05,0.9,0.6,1.0,考虑的很好，但能落实吗。以及塑料袋发放等现实因素，我不相信能做好
0.2,0.4,0.4,0.85,0.5,0.0,需要花费额外的时间和精力去正确分类
0.2,0.5,0.3,0.1,0.9,1.0,采用不同颜色的垃圾袋装垃圾能更好的区分不同的垃圾种类，有利于垃圾的分类和回收利用。
0.2,0.5,0.3,0.96,0.0,1.0,大量增加生活成本；对环境的影响微乎其微
0.2,0.6,0.2,0.6,0.3,0.0,垃圾分类比较麻烦，且就算本人已经按照标准进行了正确的垃圾分类也会因为其他人的因素导致效果不佳
0.3,0.2,0.5,0.7,0.6,0.0,影响的说明不够具体
0.05,0.85,0.1,0.9,0.5,0.0,对个人精力消耗较多，但个人对整体分类效果影响不大。如果他人不做，自己去分类非常无效
0.05,0.7,0.25,0.6,0.9,1.0,赞成这一政策，节约资源，有利于保护环境
0.4,0.4,0.2,0.6,0.7,1.0,可能对生活带来一定的不便 增加更多任务
0.1,0.3,0.6,0.2,0.9,1.0,垃圾分类很有意义。垃圾袋的颜色，有利于垃圾分类
0.2,0.3,0.5,0.6,0.7,1.0,垃圾分类是好事，避免造成环境污染
0.2,0.6,0.2,0.4,1.0,1.0,因为有利于保护社区环境，能够促进旧废材的回收利用。
0.2,0.6,0.2,0.65,0.9,1.0,垃圾分类很环保，不同颜色有助于进行垃圾分类
0.2,0.6,0.2,0.6,0.2,0.0,配套设施不够完善而且执行力度也不够
0.1,0.5,0.4,0.5,0.5,1.0,不是很方便，但是考虑到确实要垃圾分类，折中选择
