a,tau,f,lambda,O_inital,A_inital,O_inital_text
0.0,1.0,0.0,0.95,0.3,0.0,整体价格太贵了，而且有一定工程量，自己洗碗就行，我还不至于这么懒。
0.2,0.5,0.3,0.85,0.8,1.0,方便清洗解放了双手一家人也很开心
0.3,0.3,0.4,0.6,0.2,0.0,对我来说，洗碗机安装是个负担，家庭厨房空间很小，并且安装复杂
0.2,0.7,0.1,0.8,0.2,0.0,我觉得这个洗碗机安装起来好麻烦，而且它占地面积很大，厨房空间本来就不多
0.2,0.5,0.3,0.7,0.8,1.0,基本上找不出太大的缺点，没有满分的原因是价格上偏贵
0.2,0.4,0.4,0.8,0.4,0.0,价格太高了，安装起来也麻烦
0.2,0.6,0.2,0.6,0.9,1.0,这款洗碗机能够适用于不同的材质和类型的餐具，就无须担心特殊材质的餐具会无法适用，同时能够减轻我的负担。
0.1,0.8,0.1,0.9,0.7,0.0,整体功能丰富 容量大
0.4,0.5,0.1,0.95,0.6,0.0,产品功能齐全，外观简洁，但是家庭空间有限
0.2,0.6,0.2,0.3,0.8,1.0,洗碗机能减少家庭成员的劳动且不会打扰正常生活，我很愿意买一个
0.1,0.6,0.3,0.8,0.7,1.0,功能齐全，除去可能产生高消耗水电，但是对于家庭来说也是一个很好的帮手
0.15384615384615385,0.5384615384615384,0.3076923076923077,0.7,0.1,0.0,价格贵 空间有限 安装复杂不会考虑
0.4,0.4,0.2,0.7,0.9,1.0,我认为这个洗碗机符合我对市场上大部分洗碗机的期待，但是还达不到完美
0.2,0.6,0.2,0.6,0.6,0.0,因为他有不小的水电消耗，而且安装时还要确定大小
0.25,0.25,0.5,0.4,0.8,1.0,洗碗机很节能
0.2,0.6,0.2,0.8,0.4,0.0,家庭厨房空间小，这个厨具复杂且难以安装
0.2,0.4,0.4,0.7,0.6,0.0,综合考虑价格和品牌，目前方太这个产品还不错，一次性投入算中规中矩。不过，虽然洗碗机都有节能的功能设计，但在高负荷运行时仍然会有不小的水电消耗。
0.2,0.6,0.2,0.7,0.9,1.0,方便快捷
0.3,0.5,0.2,1.0,0.8,1.0,洗碗机设计简洁且功能强大，能够有效地减轻家庭日常清洁的负担。它具有多种清洗模式，适用于不同材质和类型的餐具，保证在清洁的同时保护餐具不受损坏。
0.15,0.7,0.15,0.65,0.7,0.0,我觉得虽然功能很多很好，但是价格还是稍微有些贵
0.2,0.7,0.1,0.9,0.4,0.0,因为该洗碗机比较大然鹅厨房空间小，并且还需要很多改装费，并不划算
0.5,0.3,0.2,0.6,0.9,1.0,功能全面，比较符合我的要求
0.01,0.99,0.0,0.99,0.2,0.0,我认为洗碗机太复杂，且占空间
0.0,0.8,0.2,0.6,0.3,0.0,因为厨房空间太小了，还需要进行改造，麻烦
0.4,0.3,0.3,0.75,0.8,1.0,省电功能强大
0.2,0.6,0.2,0.7,0.7,1.0,日常工作很辛苦，需要部分智能化
0.25,0.6,0.15,0.65,0.7,1.0,功能强大多种清洁模式
0.05,0.75,0.2,0.85,1.0,1.0,节能，减少水电消耗，清洁效果好，静音设计不打扰生活
0.1,0.8,0.1,0.5,0.6,1.0,我认为解放双手很重要，但价格也不容忽视。整体而言我会攒钱购买。
0.1,0.6,0.3,0.6,0.9,1.0,洗碗机可以有效地减轻人的负担，清洁能力强且碗还不会受损。
0.15,0.7,0.15,0.65,0.2,0.0,家庭厨房空间太小，且安装起来比较复杂，有点麻烦
0.1,0.8,0.1,0.87,0.4,0.0,规模太大；安装麻烦；消耗巨大；占用空间大；价格昂贵
0.1,0.8,0.1,0.8,0.3,0.0,家庭厨房空间有限，且安装起来比较复杂，且该洗碗机定价偏高
0.1,0.4,0.5,0.6,0.8,1.0,介绍了洗碗机的一些优点
0.03,0.9,0.07,0.95,0.8,0.0,洗碗机能耗低，有出色的清洁效果。但价格比较昂贵
0.3,0.5,0.2,0.7,0.8,1.0,价格适中，功能比较完整，同时节能静音方面做的比较好
0.3,0.5,0.2,0.7,0.8,1.0,功能简洁强大 能给我们省不少力气 减轻家庭负担
0.2,0.4,0.4,0.6,0.6,0.0,虽然洗碗机有节能的功能设计，但在高负荷下仍有水电消耗
0.3,0.3,0.4,0.7,0.7,0.0,功能这些是很好的，但是家里的空间有限，不好安装
0.25,0.5,0.25,0.3,0.9,1.0,因为她非常高效，能够清洁的很干净，还能够不损坏餐具。
0.2,0.6,0.2,0.5,0.7,1.0,感觉功能很强大
0.2,0.6,0.2,0.7,0.1,0.0,我觉得厨房空间十分有限，而且这个洗碗机安装起来也很麻烦
0.2,0.4,0.4,0.7,0.7,0.0,虽然很好，但是价格较贵，我会选择性价比更高的产品
