a,tau,f,lambda,O_inital,A_inital,O_inital_text
0.05,0.7,0.25,0.8,0.3,0.0,需要花费额外的时间和精力去正确分类，可能对生活带来一定不便。
0.1,0.7,0.2,0.7,0.6,1.0,我觉得政策的初衷是好的，但实际实施起来肯定会有一定的难度，然后导致实施的不那么好
0.1,0.8,0.1,0.8,0.5,0.0,虽然对环境有非常多的保护但是也增加了我们咀嚼日常生活中的垃圾分类的时间成本
0.2,0.5,0.3,0.3,0.8,1.0,垃圾分类能够有效提供回收效率，更好的保护环境
0.2,0.3,0.5,0.7,0.6,1.0,理论上垃圾袋子分类对垃圾分类有着极其简单有效的工作效率，但是现实上每家每户实际上操作起来比较麻烦
0.1,0.6,0.3,0.8,0.9,1.0,促进废旧材料的回收利用，，减少对原材料的需求，节约资源
0.1,0.5,0.4,0.5,0.0,0.0,"需要花费额外的时间和精力去正确分类,对日常生活不便"
0.1,0.8,0.1,0.4,0.9,1.0,垃圾分类可以保护环境
0.0,1.0,0.0,0.1,0.5,0.0,想法不错，但目前国内对分类的认知不足，素质没有跟上，所以带不动，理想很丰满，现实骨感
0.2,0.7,0.1,0.2,0.9,1.0,我们应该更加珍惜资源，提高环保意识。
0.2,0.3,0.5,0.3,0.6,1.0,对我的生活可能带来不便利，但是利于环保，我们的生活可以获得改善提升
0.1,0.8,0.1,0.9,0.1,0.0,我觉得很麻烦，用大量时间去分类，我觉得很多人都没有精力去做
0.1,0.7,0.2,0.4,0.3,0.0,现在人的素质没有这么高，垃圾分类都很难做到，垃圾袋分类我个人认为更难
0.1,0.6,0.3,0.5,1.0,1.0,这个政策可以减少垃圾对环境的污染，保护环境
0.1,0.7,0.2,0.4,0.9,1.0,我觉得对垃圾袋按颜色分类可以更好，更方便的让居民们养成垃圾分类的好习惯，促进垃圾分类习惯的养成，同时能够提高废物利用率。
0.25,0.7,0.05,0.2,0.8,1.0,垃圾袋区分有利于更好做到垃圾分类，从而实现环境保护。
0.2,0.5,0.3,0.9,0.7,1.0,虽然实行之后会占用很多时间，但是对环境有好处，这是值得的
0.4,0.5,0.1,0.3,0.7,1.0,垃圾分类在客观上确实对环境以及居民健康有益，但收到执行情况的影响很大
0.2,0.5,0.3,0.8,1.0,1.0,垃圾分类可以废物利用，方便了扔垃圾的，包括回收垃圾的人
0.1875,0.5,0.3125,0.5,0.4,0.0,虽然实行了垃圾分类 但可能人的主动性很差 所以实行是好的但不知道能不能落实
0.3,0.4,0.3,0.7,0.6,1.0,我觉得这个政策的出发点是好的，但是使用不同的垃圾袋可能太麻烦了，居民会不太乐意
0.1,0.6,0.3,0.2,0.9,1.0,使用不同颜色的垃圾袋，容易分类，对一些老年人不认识字的也比较友好，也能更节省时间去分别
0.25,0.25,0.5,0.6,0.2,0.0,花费精力和时间太多
0.36363636363636365,0.2727272727272727,0.36363636363636365,0.7,0.9,1.0,促进对废旧材料的回收利用，节约资源
0.3333333333333333,0.25,0.4166666666666667,0.7,0.6,1.0,我不认为现在就能推行传功，但是未来有可能，所以应该当下就开始共同努力
0.2857142857142857,0.5,0.21428571428571427,0.6,0.8,1.0,垃圾分类可以更好的处理垃圾
0.2,0.6,0.2,0.9,0.9,1.0,垃圾分类能够有效减少垃圾对环境的污染，包括空气、土壤和水体等，保护生态环境。
0.2,0.6,0.2,0.85,0.8,1.0,垃圾分类是好事，但是需要完善制度，还有推行奖惩机制
0.3,0.6,0.1,0.8,0.4,0.0,还要用不同垃圾袋也过于麻烦，如果只是将不同垃圾分类丢进不同垃圾桶还比较方便
0.4,0.3,0.3,0.2,1.0,1.0,这样更能分清你是那种垃圾了
0.3,0.3,0.4,0.5,0.5,1.0,我认为垃圾分类能够游戏地提高环保效率，然而实施起来较为困难。
0.0,1.0,0.0,0.4,0.5,1.0,政策对于人民是好的，但人民是各式各样的，不是所有人都能够做到
0.3,0.5,0.2,0.15,0.6,0.0,分类种类太多，耗时耗力
0.3,0.5,0.2,0.8,0.2,0.0,嫌麻烦，懒得分类
0.3,0.6,0.1,0.75,0.6,0.0,垃圾分类有一些麻烦，而且没有什么奖励，完全是一种无偿的活动。
0.1,0.4,0.5,0.8,0.4,1.0,出发点很好，但可能执行政策不完善导致效果不佳
0.0,0.95,0.05,0.9,0.6,1.0,考虑的很好，但能落实吗。以及塑料袋发放等现实因素，我不相信能做好
0.2,0.4,0.4,0.85,0.5,0.0,需要花费额外的时间和精力去正确分类
0.2,0.5,0.3,0.1,0.9,1.0,采用不同颜色的垃圾袋装垃圾能更好的区分不同的垃圾种类，有利于垃圾的分类和回收利用。
0.2,0.5,0.3,0.96,0.0,1.0,大量增加生活成本；对环境的影响微乎其微
0.2,0.6,0.2,0.6,0.3,0.0,垃圾分类比较麻烦，且就算本人已经按照标准进行了正确的垃圾分类也会因为其他人的因素导致效果不佳
0.3,0.2,0.5,0.7,0.6,0.0,影响的说明不够具体
0.05,0.85,0.1,0.9,0.5,0.0,对个人精力消耗较多，但个人对整体分类效果影响不大。如果他人不做，自己去分类非常无效
0.05,0.7,0.25,0.6,0.9,1.0,赞成这一政策，节约资源，有利于保护环境
0.4,0.4,0.2,0.6,0.7,1.0,可能对生活带来一定的不便 增加更多任务
0.1,0.3,0.6,0.2,0.9,1.0,垃圾分类很有意义。垃圾袋的颜色，有利于垃圾分类
0.2,0.3,0.5,0.6,0.7,1.0,垃圾分类是好事，避免造成环境污染
0.2,0.6,0.2,0.4,1.0,1.0,因为有利于保护社区环境，能够促进旧废材的回收利用。
0.2,0.6,0.2,0.65,0.9,1.0,垃圾分类很环保，不同颜色有助于进行垃圾分类
0.2,0.6,0.2,0.6,0.2,0.0,配套设施不够完善而且执行力度也不够
0.1,0.5,0.4,0.5,0.5,1.0,不是很方便，但是考虑到确实要垃圾分类，折中选择
0.1,0.3,0.6,0.7,1.0,1.0,能够很好的垃圾分类，自己居民很容易辨别垃圾区分
0.25,0.7,0.05,1.0,1.0,1.0,垃圾分类有利于减少有害细菌的传播，也有利于废物利用
0.1,0.65,0.25,0.2,0.9,1.0,垃圾分类能有效保护生态环境，实行可持续发展，才是人类幸福生活的基础。
0.1,0.6,0.3,0.3,0.9,1.0,垃圾分类是好事，及保护环境，又能够促进废旧材料的回收利用。
0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2,0.5,0.0,扔垃圾是家庭必须的，但是还要不同的垃圾袋去分类这就比较麻烦，而且比较脏，我感觉还是不太好的，
0.1,0.7,0.2,0.3,0.9,1.0,比较有辨识度，方便老人使用分类，提升社区垃圾分类
0.35,0.35,0.3,0.2,0.7,1.0,垃圾分类是非常有必要的，只是觉得具体实施政策还需要多方面考虑进一步完善
0.0,0.9,0.1,0.25,0.8,1.0,垃圾分类很有必要，可以节约资源，保护环境
0.3,0.4,0.3,0.8,0.8,1.0,可以利用垃圾分类，这样也方便整理，而且也能美化环境，分类的更加详细能够带来更好的环境，以及管理
0.3157894736842105,0.47368421052631576,0.21052631578947367,1.0,1.0,1.0,我感觉非常好有助于保护环境
0.3,0.2,0.5,0.6,0.6,1.0,垃圾分类可以保护环境
0.3181818181818182,0.36363636363636365,0.3181818181818182,0.7,1.0,1.0,首先来说这个垃圾分类是好的一个方向 现在全国也在也行 可以大大减少很多病毒和细菌也方便了工人
0.4,0.4,0.2,0.75,0.6,1.0,因为我觉得我不能够执行
0.25,0.25,0.5,0.6,0.9,1.0,垃圾分类可以保护环境
0.2,0.3,0.5,0.4,0.6,1.0,这个政策有助于环保，可以有效利用资源
0.3,0.3,0.4,0.1,0.8,1.0,垃圾分类顺手的事情 而且这样做还利于国家环保事业
0.4,0.3,0.3,0.4,0.5,0.0,个人执行力不够
0.2,0.6,0.2,0.2,0.6,1.0,虽然分类需要花额外的精力，但是垃圾分类本身是好事
0.25,0.35,0.4,0.84,0.8,1.0,垃圾分类可以充分利用医院
0.27586206896551724,0.3399014778325123,0.3842364532019704,0.76,0.9,1.0,垃圾分类可以很好的利用各种资源
0.3,0.4,0.3,0.9,0.9,1.0,垃圾分类有助于提升社区卫生水平。
0.1,0.6,0.3,0.4,0.2,0.0,需要花费额外的时间和精力去正确分类，可能对生活带来一定的不方便
0.2,0.65,0.15,0.35,0.9,1.0,能大大促进废旧资源的回收减少对环境的污染促进废物回收利用
0.1,0.5,0.4,0.4,0.2,0.0,害怕参与性不高，参与得人较少，实际分类效果不佳
0.3,0.55,0.15,0.8,0.9,0.0,垃圾分类对人类社会的长久发展提供的能源动力、经济动力等，对可持续发展非常有利
0.4,0.2,0.4,0.5,0.5,1.0,节能环保
0.11,0.71,0.18,0.73,0.2,0.0,本身垃圾分类就很麻烦，还要注意不同颜色；另外我怀疑这么做对提高回收效率的有效性
0.2,0.5,0.3,0.9,0.7,0.0,出发点是好的，但是形式上有待改进。
0.2,0.55,0.25,0.7,0.3,1.0,首先律己不律人，可能自己做到位了邻居也做不到位，需要的素质水平太高了，而且特制垃圾袋也很麻烦，需要时常补货
0.1,0.7,0.2,0.3,0.8,1.0,可以更好的保护我们的环境，也让自己身边的环境变得更加的简洁了
0.2,0.5,0.3,0.6,0.9,1.0,垃圾分类非常重要
0.32,0.36,0.32,0.7,0.9,1.0,垃圾分类对我们小区居民都有好处啊，而且也不是很麻烦 顺手的事，英应该大力支持
0.05,0.9,0.05,0.2,0.9,1.0,回收利用旧物资，环保，节约能源，
0.3,0.3,0.4,0.6,0.7,1.0,垃圾分类很有必要，如果不会分类的话可以系统的去学习一下，
0.2,0.6,0.2,0.7,0.8,1.0,垃圾分类可以减少垃圾对整个生态环境的污染
0.2,0.6,0.2,0.6,1.0,1.0,垃圾分类很有必要，不管多大成本我们都要去做，为了整个社会
0.34782608695652173,0.2608695652173913,0.391304347826087,0.7,0.5,0.0,家里有老人的话，他们可能对这些东西比较模糊不清，还得花时间去分类
0.2,0.4,0.4,0.3,0.8,1.0,垃圾分类政策是有必要的 但是还要许多方面要完善
0.1,0.4,0.5,0.7,0.7,1.0,我感觉这样有助于防止病菌传播，保持社区清洁，提升社区卫生水平。
0.05,0.7,0.25,0.3,1.0,1.0,爱护环境人人有责，为了自己也为了地球
0.2,0.5,0.3,0.7,0.7,1.0,可以有效的进行垃圾分类 从而维护环境
0.25,0.4,0.35,0.7,0.1,0.0,垃圾分类难以执行到位，如果有一部分人分类，另一部分人不分类，最后的结果还是垃圾无法分类
0.1,0.6,0.3,0.1,1.0,1.0,垃圾分类能够有效减少垃圾对环境的污染，使环境变得更好
0.2,0.7,0.1,0.2,1.0,1.0,垃圾分类必须好好做 每个人都需要 要不然整的乌烟瘴气受不了
0.1,0.7,0.2,0.3,0.8,1.0,垃圾分类可以方便废物的回收利用
0.1,0.7,0.2,1.0,1.0,1.0,按照种类回收垃圾特别好，减少很多麻烦
0.3,0.6,0.1,0.2,0.7,1.0,垃圾分类能够有效减少垃圾对环境的污染，包括空气、土壤和水体等，保护生态环境。
0.2,0.6,0.2,0.8,0.7,0.0,就算我这样做了，到时候垃圾车还是会把垃圾混合起来，相当于没做
0.1,0.8,0.1,0.3,0.8,1.0,垃圾分类可以保证社区的清洁，减少病菌的传播
0.1388888888888889,0.4444444444444444,0.4166666666666667,0.5,0.9,1.0,不同的垃圾袋，直接直观，扔的时候不用另外打开看；环保
0.25,0.4375,0.3125,0.6,0.7,1.0,不同垃圾进行分类，非常好。
0.04,0.76,0.2,0.76,0.6,1.0,虽然说垃圾分类比较麻烦，但是为了环保，付出一些代价也没事
0.25,0.35,0.4,0.3,0.9,1.0,垃圾分类减少环境污染，有利于改善我们的生存环境，势在必行，考虑到实际实行难度，扣1分，总体给出9分
0.2,0.5,0.3,0.6,0.9,1.0,国家倡导垃圾分类，有助于保护环境和节约环卫工人的劳动时间
0.2,0.3,0.5,0.4,0.9,1.0,垃圾分类可以有效减少有害废弃物的混合，有助于防止病菌传播，保持社区清洁，提升社区卫生水平。
0.2,0.4,0.4,0.7,0.6,1.0,虽然政策比较好，但是具体实施需要看个人实际，如果大家实施力度不够不佳
0.15,0.5,0.35,0.5,0.9,1.0,垃圾分类能够有效减少垃圾对环境的污染，可以保护环境
0.3,0.4,0.3,0.8,0.6,0.0,虽然保护环境，但给居民生活带来不便
0.1,0.8,0.1,0.5,0.5,1.0,垃圾桶已经分类设置了，垃圾袋也分颜色多此一举，老年人可能难以理解与接受
0.25,0.4,0.35,0.3,0.9,1.0,垃圾分类促进了对废旧材料的回收，更好的保护了环境
0.07692307692307693,0.6923076923076923,0.23076923076923078,0.35,1.0,1.0,垃圾分类有利于环境保护
0.3,0.4,0.3,0.5,0.7,1.0,首先垃圾分类很重要，其次使用不同颜色的垃圾桶可以更加清晰让我们分辨垃圾的种类，
0.3191489361702128,0.2978723404255319,0.3829787234042553,0.5,0.9,1.0,因为可以防止病毒病菌传播
0.25,0.5,0.25,0.8,0.2,0.0,需要花费额外的时间和精力去正确分类，可能对生活带来一定不便。
0.1,0.6,0.3,0.65,0.8,1.0,垃圾分类是保持社区干净整洁的必要途径
0.30434782608695654,0.34782608695652173,0.34782608695652173,0.85,1.0,1.0,垃圾分类能够有效减少垃圾对环境的污染，包括空气、土壤和水体等，保护生态环境。
0.35,0.35,0.3,0.7,0.5,0.0,垃圾分类很重要，但是这样有点麻烦，会需要大量人员跟时间完成，所以可行性一般
0.1,0.8,0.1,0.88,1.0,1.0,垃圾分类有利于资源利用
0.1,0.75,0.15,0.3,0.9,1.0,保护环境，节约资源，资源是稀缺的，从身边做起
0.1,0.3,0.6,1.0,0.6,1.0,要花费一定的时间去整理，浪费时间，而且自己分类又不一定好
0.0,0.7,0.3,0.3,0.7,1.0,即使分类效果不那么好，也应该继续鼓励每个人都参与
0.3,0.4,0.3,0.8,0.9,1.0,1.保护环境    2.可以回收利用
0.15,0.6,0.25,0.4,0.9,1.0,和国家推行的环保政策相符合
0.2,0.45,0.35,0.85,0.1,0.0,垃圾分类费时费力
0.1,0.5,0.4,0.7,0.5,1.0,分类更细节化，但是也会造成垃圾袋过剩
