a,tau,f,lambda,O_inital,A_inital,O_inital_text
0.2,0.6,0.2,0.7,0.6,0.0,价格比较昂贵需要大量资金投入而且后期更换尺寸不一致麻烦
0.2,0.6,0.2,0.4,0.1,0.0,因为家里空间比较小 空间有限
0.2,0.35,0.45,0.7,0.7,0.0,洗碗机功能全面，功能很实用，其次也可以节省生活中的时间等。
0.2,0.3,0.5,0.4,0.5,1.0,节能
0.2,0.55,0.25,0.57,0.5,0.0,家庭厨房空间有限，需要额外的费用来安装；且洗碗机并非必需家电
0.2,0.4,0.4,0.5,0.8,1.0,也不是塞不进去，一劳永逸。
0.2,0.45,0.35,0.85,0.4,0.0,虽然功能强大且能够满足多类清洁的家庭需求，但是在1500-10000的价格区间内确实偏高且没有特色功能
0.1,0.6,0.3,0.7,0.3,0.0,太浪费水电了，其实自己洗碗也挺好的。
0.3,0.4,0.3,0.7,0.4,0.0,洗碗机不易安放 家庭空间较小
0.25,0.4,0.35,0.6,0.7,1.0,我认为这个洗碗机功能齐全，能够让家庭吃完饭好好的休息，不用去忙家务，也挺安全环保的，挺需要的
0.2,0.7,0.1,0.7,0.8,1.0,比较节能，环保，清洁效果好，噪音小
0.2,0.7,0.1,0.7,0.5,0.0,首先这个确实有一定的实用性但根据多方面来说不太适合我
0.1,0.7,0.2,0.7,0.9,1.0,洗碗机可以减轻家务负担
0.3,0.5,0.2,0.7,0.8,1.0,我认为挺方便，能减少我们年轻人的负担，挺安全环保的
0.34782608695652173,0.30434782608695654,0.34782608695652173,0.6,0.8,1.0,这款洗碗机静音效果比较好，在家里不会收到很大打扰
0.2,0.6,0.2,0.7,0.4,0.0,家庭人数并不多 这个洗碗机适合7人以上 且安装复杂
0.3,0.5,0.2,0.75,0.8,0.0,功能比较多，很方便简单操作，但是不足是费电多
0.1,0.7,0.2,0.4,0.9,1.0,我平时比较懒所以对这方面有很大的需求这个很适合我
0.25,0.65,0.1,0.65,0.7,1.0,因为洗碗机的功能多样
0.25,0.5,0.25,0.6,0.8,1.0,洗碗机虽安装成本较高，但配备了节能技术，能够有效达到清洁效果，从长远来看是有用的
0.1,0.7,0.2,0.7,0.4,0.0,家里太小洗碗机体积太大不适用于我家，安装比较麻烦
0.15,0.8,0.05,0.9,0.2,0.0,因为太占地方了而且价格也比较贵 安装起来复杂也比较费时间
0.1,0.6,0.3,0.6,0.7,1.0,有不小的水电消耗，但对生活很便利
0.05,0.6,0.35,0.6,0.7,1.0,洗碗机无论是功能还是价格特别的好，但是在于安装方面有点复杂
0.1,0.7,0.2,0.7,0.2,0.0,家里厨房往往比较紧凑，在原本装修时没有考虑过洗碗机没留下相对应的空间。洗碗机的体型一般较大，如果再想安装洗碗机的话，会较为麻烦。
0.1,0.7,0.2,0.7,0.8,1.0,清洁效果好并且节能，而且运行时很安静
0.1,0.7,0.2,0.6,0.7,1.0,有不小的水电消耗，但买台洗碗机还是很方便的
0.16666666666666666,0.5,0.3333333333333333,0.8,0.8,0.0,清洁功能和可靠性可以；但是价格高以及储存碗的数量不够
0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5,0.9,1.0,功能很好，比较完美。
0.17,0.6,0.23,0.8,0.4,0.0,比较昂贵，并且安装的步骤太多，太繁琐了，虽然说外观上比较好，但总体来说性价比不高
0.4,0.3,0.3,0.5,0.5,0.0,该洗碗机价格中等，比较实用。但是我了解到安装麻烦，因此给出适中分数。
0.2,0.3,0.5,0.8,0.9,1.0,安静，高效，节能，有不错的清洁能力
0.25,0.5,0.25,0.6,0.5,0.0,因为洗碗机高负荷运转时水电消费高
0.2,0.5,0.3,0.7,0.6,0.0,容量大，功能齐全，但价格稍贵，且安装起来麻烦，空间有限
0.3,0.5,0.2,0.45,0.5,0.0,洗碗机的体型一般较大，如果再想安装洗碗机的话，会较为麻烦。
0.3,0.5,0.2,0.6,0.8,1.0,价格合适，容量能够满足家庭需求，并且节能静音
0.3,0.2,0.5,0.8,0.8,1.0,虽然会有一定水电额外支出，不过对于便利性而言还可以接受。
0.3,0.2,0.5,0.75,0.7,0.0,这个洗碗机功能强大，非常的方便实用，但是唯一的缺点就是价格略高
0.06666666666666667,0.5333333333333333,0.4,0.6,0.7,0.0,洗碗机可以解放人力劳动，这是洗碗机的主要优点，但鉴于其耗能过高，故降低分数
0.4,0.4,0.2,0.6,0.9,1.0,首先他很节能，可以省电，其次他有静音模式，很满足我的需求
0.2916666666666667,0.3333333333333333,0.375,0.8,0.3,0.0,安装起来比较麻烦
0.2,0.35,0.45,0.6,0.9,1.0,洗碗机设计简洁且功能强大，能够有效地减轻家庭日常清洁的负担。
0.2,0.7,0.1,0.6,0.4,0.0,占地面积太大
0.3472222222222222,0.2777777777777778,0.375,0.7,0.3,0.0,洗碗机体型大 家里放不下
0.55,0.25,0.2,0.8,0.8,1.0,我认为这个洗碗机很实用，主要是方便，节约我们劳动力，外观也不错，很节能，符合我想要的
0.2,0.6,0.2,0.8,0.2,0.0,洗碗机是不错，但是安装太麻烦了
0.2,0.6,0.2,0.75,0.7,0.0,很实用，功能很多，就是有点贵了
0.1,0.7,0.2,0.8,0.7,0.0,我认为这些功能暂时还配不上这个价格，就是功能感觉还不是很好
0.1,0.6,0.3,0.5,0.6,1.0,空间有限可能导致窄，但我个人很喜欢洗碗机
0.3,0.5,0.2,0.8,0.6,0.0,体积太大了，而且据我了解，他比较浪费水资源
0.3,0.3,0.4,0.8,0.6,0.0,虽然使用很方便，但是由于耗电，所以不太满意
0.2766798418972332,0.38735177865612647,0.3359683794466403,0.95,0.7,0.0,此款洗碗机在节能节电方面做的很好，并且还静音，但价格有点贵
0.043478260869565216,0.6956521739130435,0.2608695652173913,0.8,0.9,1.0,和我观念相符
