a,tau,f,lambda,O_inital,A_inital,O_inital_text
0.25,0.6,0.15,0.2,1.0,1.0,洗碗机一般配备了节能技术，能够在减少水电消耗的同时提供出色的清洁效果，同时静音设计确保在运行时不会打扰到家庭生活的宁静。
0.2,0.6,0.2,0.7,0.7,1.0,我认为总体来说这个价位对比上它的功能还是很合适的，虽然水电费消耗大，但是还是很划算
0.05,0.8,0.15,0.8,0.8,1.0,管理员给我的资讯感觉这个洗碗机非常优异全都是优点
0.2,0.45,0.35,0.6,0.9,1.0,我觉得这个洗碗机非常的好用，带来了许多的便利而且非常的好用，性价比也高
0.22857142857142856,0.45714285714285713,0.3142857142857143,0.8,0.2,0.0,洗碗机消耗能量功率大，不环保，浪费电。洗碗是家庭日常中比较简单的家务 ，不用买昂贵的洗碗机用来代替。
0.1,0.7,0.2,0.8,0.9,1.0,洗碗机一般配备了节能技术，能够在减少水电的同时有出色的清洁效果，静音设计确保运行b h
0.25,0.5,0.25,0.75,0.4,0.0,家庭厨房空间有限，且安装起来比较复杂。
0.05,0.8,0.15,0.7,0.9,1.0,因为这个洗碗机有节能技术。而且静音效果特别好。同时还有清洁功能是我所需求的
0.0,1.0,0.0,0.95,0.3,0.0,整体价格太贵了，而且有一定工程量，自己洗碗就行，我还不至于这么懒。
0.2,0.5,0.3,0.85,0.8,1.0,方便清洗解放了双手一家人也很开心
0.3,0.3,0.4,0.6,0.2,0.0,对我来说，洗碗机安装是个负担，家庭厨房空间很小，并且安装复杂
0.2,0.7,0.1,0.8,0.2,0.0,我觉得这个洗碗机安装起来好麻烦，而且它占地面积很大，厨房空间本来就不多
0.2,0.5,0.3,0.7,0.8,1.0,基本上找不出太大的缺点，没有满分的原因是价格上偏贵
0.2,0.4,0.4,0.8,0.4,0.0,价格太高了，安装起来也麻烦
0.2,0.6,0.2,0.6,0.9,1.0,这款洗碗机能够适用于不同的材质和类型的餐具，就无须担心特殊材质的餐具会无法适用，同时能够减轻我的负担。
0.1,0.8,0.1,0.9,0.7,0.0,整体功能丰富 容量大
0.4,0.5,0.1,0.95,0.6,0.0,产品功能齐全，外观简洁，但是家庭空间有限
0.2,0.6,0.2,0.3,0.8,1.0,洗碗机能减少家庭成员的劳动且不会打扰正常生活，我很愿意买一个
0.1,0.6,0.3,0.8,0.7,1.0,功能齐全，除去可能产生高消耗水电，但是对于家庭来说也是一个很好的帮手
0.15384615384615385,0.5384615384615384,0.3076923076923077,0.7,0.1,0.0,价格贵 空间有限 安装复杂不会考虑
0.4,0.4,0.2,0.7,0.9,1.0,我认为这个洗碗机符合我对市场上大部分洗碗机的期待，但是还达不到完美
0.2,0.6,0.2,0.6,0.6,0.0,因为他有不小的水电消耗，而且安装时还要确定大小
0.25,0.25,0.5,0.4,0.8,1.0,洗碗机很节能
0.2,0.6,0.2,0.8,0.4,0.0,家庭厨房空间小，这个厨具复杂且难以安装
0.2,0.4,0.4,0.7,0.6,0.0,综合考虑价格和品牌，目前方太这个产品还不错，一次性投入算中规中矩。不过，虽然洗碗机都有节能的功能设计，但在高负荷运行时仍然会有不小的水电消耗。
0.2,0.6,0.2,0.7,0.9,1.0,方便快捷
0.3,0.5,0.2,1.0,0.8,1.0,洗碗机设计简洁且功能强大，能够有效地减轻家庭日常清洁的负担。它具有多种清洗模式，适用于不同材质和类型的餐具，保证在清洁的同时保护餐具不受损坏。
0.15,0.7,0.15,0.65,0.7,0.0,我觉得虽然功能很多很好，但是价格还是稍微有些贵
0.2,0.7,0.1,0.9,0.4,0.0,因为该洗碗机比较大然鹅厨房空间小，并且还需要很多改装费，并不划算
0.5,0.3,0.2,0.6,0.9,1.0,功能全面，比较符合我的要求
0.01,0.99,0.0,0.99,0.2,0.0,我认为洗碗机太复杂，且占空间
0.0,0.8,0.2,0.6,0.3,0.0,因为厨房空间太小了，还需要进行改造，麻烦
0.4,0.3,0.3,0.75,0.8,1.0,省电功能强大
0.2,0.6,0.2,0.7,0.7,1.0,日常工作很辛苦，需要部分智能化
0.25,0.6,0.15,0.65,0.7,1.0,功能强大多种清洁模式
0.05,0.75,0.2,0.85,1.0,1.0,节能，减少水电消耗，清洁效果好，静音设计不打扰生活
0.1,0.8,0.1,0.5,0.6,1.0,我认为解放双手很重要，但价格也不容忽视。整体而言我会攒钱购买。
0.1,0.6,0.3,0.6,0.9,1.0,洗碗机可以有效地减轻人的负担，清洁能力强且碗还不会受损。
0.15,0.7,0.15,0.65,0.2,0.0,家庭厨房空间太小，且安装起来比较复杂，有点麻烦
0.1,0.8,0.1,0.87,0.4,0.0,规模太大；安装麻烦；消耗巨大；占用空间大；价格昂贵
0.1,0.8,0.1,0.8,0.3,0.0,家庭厨房空间有限，且安装起来比较复杂，且该洗碗机定价偏高
0.1,0.4,0.5,0.6,0.8,1.0,介绍了洗碗机的一些优点
0.03,0.9,0.07,0.95,0.8,0.0,洗碗机能耗低，有出色的清洁效果。但价格比较昂贵
0.3,0.5,0.2,0.7,0.8,1.0,价格适中，功能比较完整，同时节能静音方面做的比较好
0.3,0.5,0.2,0.7,0.8,1.0,功能简洁强大 能给我们省不少力气 减轻家庭负担
0.2,0.4,0.4,0.6,0.6,0.0,虽然洗碗机有节能的功能设计，但在高负荷下仍有水电消耗
0.3,0.3,0.4,0.7,0.7,0.0,功能这些是很好的，但是家里的空间有限，不好安装
0.25,0.5,0.25,0.3,0.9,1.0,因为她非常高效，能够清洁的很干净，还能够不损坏餐具。
0.2,0.6,0.2,0.5,0.7,1.0,感觉功能很强大
0.2,0.6,0.2,0.7,0.1,0.0,我觉得厨房空间十分有限，而且这个洗碗机安装起来也很麻烦
0.2,0.4,0.4,0.7,0.7,0.0,虽然很好，但是价格较贵，我会选择性价比更高的产品
0.1875,0.375,0.4375,0.85,0.6,0.0,洗碗机，需要空间大，觉得不合适改造
0.25,0.5,0.25,1.0,0.4,0.0,需要对厨房进行改造，很费心思，买这个本来就是用来省事的
0.5,0.35,0.15,0.7,0.8,1.0,功能强大，保护餐具。但价格和必要性还需根据实际情况考虑。
0.15,0.5,0.35,0.6,0.7,1.0,洗碗机的各项功能都做的很好，特别是节能技术，局势价格方面稍微比较贵一点。
0.3,0.5,0.2,0.7,0.4,0.0,我觉得洗碗机虽然很方便，但是对于水电的消耗是很大的，并且价格也不便宜，后续的费用也不低，所以性价比不是很高
0.3,0.6,0.1,0.3,0.8,1.0,功能强大，清洗模式强大
0.28,0.4,0.32,0.65,0.7,1.0,安装较为麻烦，但家里人多确实有这个需求
0.0,1.0,0.0,0.7,0.1,0.0,家庭厨房空间有限，且安装起来比较复杂。不适合购买
0.2,0.6,0.2,0.6,0.9,1.0,因为洗碗机很节能，跟现在的大方向很贴切，在使用的同时还能节约能源，让我们能够剩下一部分费用
0.3684210526315789,0.5263157894736842,0.10526315789473684,1.0,0.5,0.0,首先价格比较昂贵 其次比较耗电还有水电费
0.4,0.3,0.3,0.6,0.5,0.0,家里可容纳 洗碗机的空间不够
0.3684210526315789,0.3157894736842105,0.3157894736842105,0.4,0.2,0.0,首先我认为买一个这么贵的洗碗机是不值的可以自己来进行手洗还会更干净
0.3,0.5,0.2,0.75,0.5,0.0,如果家庭经济没有达到购买洗碗机这个水平的话 我觉得没有必要购买
0.25,0.25,0.5,0.4,0.9,1.0,可以节能
0.2,0.4,0.4,0.8,0.4,0.0,家庭厨房空间有限，且安装起来比较复杂
0.5,0.3,0.2,0.6,0.3,0.0,地方太小了，而且我觉得洗碗机这么贵真的不是很合适，家里人口又不是特别多，还要改造厨房好麻烦。
0.5,0.1,0.4,0.6,0.4,0.0,消耗水电
0.15,0.8,0.05,0.6,0.3,0.0,洗碗机本身能解放双手，但是我的家庭厨房面积比较小，该洗碗机太大，安装困难
0.30493273542600896,0.38565022421524664,0.3094170403587444,0.58,0.8,1.0,我觉得此款很好
0.27102803738317754,0.4158878504672897,0.3130841121495327,0.6,0.9,1.0,我觉得此款洗碗机很好
0.2,0.5,0.3,0.8,0.7,0.0,感觉功能设计挺好的，外观也是，评价还是比较高的。
0.2,0.6,0.2,0.5,0.8,1.0,因为这个洗碗机挺节能的，而且很安静，性价比比较高，挺适合家中使用的
0.2,0.6,0.2,0.7,0.6,0.0,价格比较昂贵需要大量资金投入而且后期更换尺寸不一致麻烦
0.2,0.6,0.2,0.4,0.1,0.0,因为家里空间比较小 空间有限
0.2,0.35,0.45,0.7,0.7,0.0,洗碗机功能全面，功能很实用，其次也可以节省生活中的时间等。
0.2,0.3,0.5,0.4,0.5,1.0,节能
0.2,0.55,0.25,0.57,0.5,0.0,家庭厨房空间有限，需要额外的费用来安装；且洗碗机并非必需家电
0.2,0.4,0.4,0.5,0.8,1.0,也不是塞不进去，一劳永逸。
0.2,0.45,0.35,0.85,0.4,0.0,虽然功能强大且能够满足多类清洁的家庭需求，但是在1500-10000的价格区间内确实偏高且没有特色功能
0.1,0.6,0.3,0.7,0.3,0.0,太浪费水电了，其实自己洗碗也挺好的。
0.3,0.4,0.3,0.7,0.4,0.0,洗碗机不易安放 家庭空间较小
0.25,0.4,0.35,0.6,0.7,1.0,我认为这个洗碗机功能齐全，能够让家庭吃完饭好好的休息，不用去忙家务，也挺安全环保的，挺需要的
0.2,0.7,0.1,0.7,0.8,1.0,比较节能，环保，清洁效果好，噪音小
0.2,0.7,0.1,0.7,0.5,0.0,首先这个确实有一定的实用性但根据多方面来说不太适合我
0.1,0.7,0.2,0.7,0.9,1.0,洗碗机可以减轻家务负担
0.3,0.5,0.2,0.7,0.8,1.0,我认为挺方便，能减少我们年轻人的负担，挺安全环保的
0.34782608695652173,0.30434782608695654,0.34782608695652173,0.6,0.8,1.0,这款洗碗机静音效果比较好，在家里不会收到很大打扰
0.2,0.6,0.2,0.7,0.4,0.0,家庭人数并不多 这个洗碗机适合7人以上 且安装复杂
0.3,0.5,0.2,0.75,0.8,0.0,功能比较多，很方便简单操作，但是不足是费电多
0.1,0.7,0.2,0.4,0.9,1.0,我平时比较懒所以对这方面有很大的需求这个很适合我
0.25,0.65,0.1,0.65,0.7,1.0,因为洗碗机的功能多样
0.25,0.5,0.25,0.6,0.8,1.0,洗碗机虽安装成本较高，但配备了节能技术，能够有效达到清洁效果，从长远来看是有用的
0.1,0.7,0.2,0.7,0.4,0.0,家里太小洗碗机体积太大不适用于我家，安装比较麻烦
0.15,0.8,0.05,0.9,0.2,0.0,因为太占地方了而且价格也比较贵 安装起来复杂也比较费时间
0.1,0.6,0.3,0.6,0.7,1.0,有不小的水电消耗，但对生活很便利
0.05,0.6,0.35,0.6,0.7,1.0,洗碗机无论是功能还是价格特别的好，但是在于安装方面有点复杂
0.1,0.7,0.2,0.7,0.2,0.0,家里厨房往往比较紧凑，在原本装修时没有考虑过洗碗机没留下相对应的空间。洗碗机的体型一般较大，如果再想安装洗碗机的话，会较为麻烦。
0.1,0.7,0.2,0.7,0.8,1.0,清洁效果好并且节能，而且运行时很安静
0.1,0.7,0.2,0.6,0.7,1.0,有不小的水电消耗，但买台洗碗机还是很方便的
0.16666666666666666,0.5,0.3333333333333333,0.8,0.8,0.0,清洁功能和可靠性可以；但是价格高以及储存碗的数量不够
0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5,0.9,1.0,功能很好，比较完美。
0.17,0.6,0.23,0.8,0.4,0.0,比较昂贵，并且安装的步骤太多，太繁琐了，虽然说外观上比较好，但总体来说性价比不高
0.4,0.3,0.3,0.5,0.5,0.0,该洗碗机价格中等，比较实用。但是我了解到安装麻烦，因此给出适中分数。
0.2,0.3,0.5,0.8,0.9,1.0,安静，高效，节能，有不错的清洁能力
0.25,0.5,0.25,0.6,0.5,0.0,因为洗碗机高负荷运转时水电消费高
0.2,0.5,0.3,0.7,0.6,0.0,容量大，功能齐全，但价格稍贵，且安装起来麻烦，空间有限
0.3,0.5,0.2,0.45,0.5,0.0,洗碗机的体型一般较大，如果再想安装洗碗机的话，会较为麻烦。
0.3,0.5,0.2,0.6,0.8,1.0,价格合适，容量能够满足家庭需求，并且节能静音
0.3,0.2,0.5,0.8,0.8,1.0,虽然会有一定水电额外支出，不过对于便利性而言还可以接受。
0.3,0.2,0.5,0.75,0.7,0.0,这个洗碗机功能强大，非常的方便实用，但是唯一的缺点就是价格略高
0.06666666666666667,0.5333333333333333,0.4,0.6,0.7,0.0,洗碗机可以解放人力劳动，这是洗碗机的主要优点，但鉴于其耗能过高，故降低分数
0.4,0.4,0.2,0.6,0.9,1.0,首先他很节能，可以省电，其次他有静音模式，很满足我的需求
0.2916666666666667,0.3333333333333333,0.375,0.8,0.3,0.0,安装起来比较麻烦
0.2,0.35,0.45,0.6,0.9,1.0,洗碗机设计简洁且功能强大，能够有效地减轻家庭日常清洁的负担。
0.2,0.7,0.1,0.6,0.4,0.0,占地面积太大
0.3472222222222222,0.2777777777777778,0.375,0.7,0.3,0.0,洗碗机体型大 家里放不下
0.55,0.25,0.2,0.8,0.8,1.0,我认为这个洗碗机很实用，主要是方便，节约我们劳动力，外观也不错，很节能，符合我想要的
0.2,0.6,0.2,0.8,0.2,0.0,洗碗机是不错，但是安装太麻烦了
0.2,0.6,0.2,0.75,0.7,0.0,很实用，功能很多，就是有点贵了
0.1,0.7,0.2,0.8,0.7,0.0,我认为这些功能暂时还配不上这个价格，就是功能感觉还不是很好
0.1,0.6,0.3,0.5,0.6,1.0,空间有限可能导致窄，但我个人很喜欢洗碗机
0.3,0.5,0.2,0.8,0.6,0.0,体积太大了，而且据我了解，他比较浪费水资源
0.3,0.3,0.4,0.8,0.6,0.0,虽然使用很方便，但是由于耗电，所以不太满意
0.2766798418972332,0.38735177865612647,0.3359683794466403,0.95,0.7,0.0,此款洗碗机在节能节电方面做的很好，并且还静音，但价格有点贵
0.043478260869565216,0.6956521739130435,0.2608695652173913,0.8,0.9,1.0,和我观念相符
